split,source_subset,complex_id,pdb_id,na_type,experimental_method,resolution_angstrom,deposition_date,receptor_sequence_sha256,na_chain_count,canonical_na_residue_count
transfer_trainval,expanded_highconf,1fuf_spm,1fuf,rna,X-RAY DIFFRACTION,1.7,2000-09-15T00:00:00Z,db4549a55356aae5df8122073704907e659063f074b9e7d4bffec97949ab9338,2,26
transfer_trainval,expanded_highconf,1g5l_pga,1g5l,dna,SOLUTION NMR,,2000-11-01T00:00:00Z,ddd23ec0dab8afb8ddf4b3688817035017ee5f5adbb51939f591b67793148585,3,25
transfer_trainval,expanded_highconf,1gid_nco_p4,1gid,rna,X-RAY DIFFRACTION,2.5,1996-08-22T00:00:00Z,8a1e41513d99bd249b5eb07bd5db319f2b09d2c359b4f90b65d8a392bdd361de,1,158
transfer_trainval,expanded_highconf,1gj1_pga,1gj1,dna,SOLUTION NMR,,2002-10-14T00:00:00Z,fe5c9d992ef0cd89c8bf1912293f3f35021f48170c68e0616f694fe8c226e495,2,12
transfer_trainval,expanded_highconf,1gj2_pga,1gj2,dna,SOLUTION NMR,,2000-11-01T00:00:00Z,fe5c9d992ef0cd89c8bf1912293f3f35021f48170c68e0616f694fe8c226e495,2,12
transfer_trainval,expanded_highconf,1hnx_pcy,1hnx,rna,X-RAY DIFFRACTION,3.4,2000-12-08T00:00:00Z,e5f4897a6b5dec56ead9b6e1cc0582e35bd0baa93e94bd4360085430d5a7ef7f,2,1513
transfer_trainval,expanded_highconf,1hnz_hyg,1hnz,rna,X-RAY DIFFRACTION,3.3,2000-12-08T00:00:00Z,e5f4897a6b5dec56ead9b6e1cc0582e35bd0baa93e94bd4360085430d5a7ef7f,2,1513
transfer_trainval,expanded_highconf,1i0j_cs_e3,1i0j,dna,X-RAY DIFFRACTION,1.06,2001-01-29T00:00:00Z,0b0d65fdf8af139e2b96cb4ac9c867699a2caf2cc9e3116877651fc0da1d94d9,2,18
transfer_trainval,expanded_highconf,1i0k_cs_e3,1i0k,dna,X-RAY DIFFRACTION,1.05,2001-01-29T00:00:00Z,0b0d65fdf8af139e2b96cb4ac9c867699a2caf2cc9e3116877651fc0da1d94d9,2,18
transfer_trainval,expanded_highconf,1i0t_spm,1i0t,dna,X-RAY DIFFRACTION,0.6,2001-01-29T00:00:00Z,f7f225c0aa698b49dc6e511da948da9f7202bce91d2c93bae8f6ee093e821ca2,2,12
transfer_trainval,expanded_highconf,1i7v_bza,1i7v,dna,SOLUTION NMR,,2001-03-10T00:00:00Z,1d8c5f8811d9391333e1bea455008830efcb4497536d0b6fbb3a5a82040bf11a,2,22
transfer_trainval,expanded_highconf,1i95_ede,1i95,rna,X-RAY DIFFRACTION,4.5,2001-03-18T00:00:00Z,c8b3f9b367ba18d97e8ed9d234e61f8e588c83a2ff672b2987933fe524213916,1,1514
transfer_trainval,expanded_highconf,1i97_tac_oc5,1i97,rna,X-RAY DIFFRACTION,4.5,2001-03-18T00:00:00Z,c8b3f9b367ba18d97e8ed9d234e61f8e588c83a2ff672b2987933fe524213916,1,1514
transfer_trainval,expanded_highconf,1ibk_par,1ibk,rna,X-RAY DIFFRACTION,3.31,2001-03-28T00:00:00Z,d0b16aec84662c7cdc9399d4c6ad860c3ed912535a21ad889ac87492935663f6,1,1506
transfer_trainval,expanded_highconf,1ibl_par,1ibl,rna,X-RAY DIFFRACTION,3.11,2001-03-28T00:00:00Z,cdaa7025a131790863d21fbc76e58790095d54be03bc188a7a121840a3aeb7cb,2,1511
transfer_trainval,expanded_highconf,1ih1_nco,1ih1,dna,X-RAY DIFFRACTION,2.0,2001-04-18T00:00:00Z,ddf5e99d89c6b338189dbab51d6a836eb7b9e99e38c52d9fa0b52c010d671b84,2,12
transfer_trainval,expanded_highconf,1ims_dm7,1ims,dna,X-RAY DIFFRACTION,1.5,1995-10-23T00:00:00Z,1ee126d46c8b88095cb5028bbf1b4add0b10dc90e96dbe35f112904172c86243,1,6
transfer_trainval,expanded_highconf,1j5a_cty,1j5a,rna,X-RAY DIFFRACTION,3.5,2002-03-06T00:00:00Z,110b020c5ff463e1a0dbb363cb6b363fddd6966c88ead5ded01720819b0381a4,1,2774
transfer_trainval,expanded_highconf,1j8g_spm,1j8g,rna,X-RAY DIFFRACTION,0.61,2001-05-21T00:00:00Z,5d31001ce9ec3069fee181e531d9e207a7123eab6b10576715f50e9aaa672da5,4,24
transfer_trainval,expanded_highconf,1jzx_cly,1jzx,rna,X-RAY DIFFRACTION,3.1,2001-09-17T00:00:00Z,110b020c5ff463e1a0dbb363cb6b363fddd6966c88ead5ded01720819b0381a4,1,2774
transfer_trainval,expanded_highconf,1jzy_ery,1jzy,rna,X-RAY DIFFRACTION,3.5,2001-09-17T00:00:00Z,110b020c5ff463e1a0dbb363cb6b363fddd6966c88ead5ded01720819b0381a4,1,2774
transfer_trainval,expanded_highconf,1jzz_rox,1jzz,rna,X-RAY DIFFRACTION,3.8,2001-09-17T00:00:00Z,110b020c5ff463e1a0dbb363cb6b363fddd6966c88ead5ded01720819b0381a4,1,2774
transfer_trainval,expanded_highconf,1k01_clm,1k01,rna,X-RAY DIFFRACTION,3.5,2001-09-17T00:00:00Z,110b020c5ff463e1a0dbb363cb6b363fddd6966c88ead5ded01720819b0381a4,1,2774
transfer_trainval,expanded_highconf,1k4t_ttg,1k4t,dna,X-RAY DIFFRACTION,2.1,2001-10-08T00:00:00Z,a23e82a138b9b5144dd82cffabeaabe7ef2a0b4dea60a750b7c026f419095711,3,43
transfer_trainval,expanded_highconf,1k73_anm,1k73,rna,X-RAY DIFFRACTION,3.01,2001-10-18T00:00:00Z,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,1,2754
transfer_trainval,expanded_highconf,1k8a_cai,1k8a,rna,X-RAY DIFFRACTION,3.0,2001-10-23T00:00:00Z,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,1,2754
transfer_trainval,expanded_highconf,1k9m_tyk,1k9m,rna,X-RAY DIFFRACTION,3.0,2001-10-29T00:00:00Z,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,1,2754
transfer_trainval,expanded_highconf,1kc8_bls_fa2,1kc8,rna,X-RAY DIFFRACTION,3.01,2001-11-07T00:00:00Z,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,1,2754
transfer_trainval,expanded_highconf,1kd1_spr,1kd1,rna,X-RAY DIFFRACTION,3.0,2001-11-12T00:00:00Z,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,1,2754
transfer_trainval,expanded_highconf,1kqs_btn,1kqs,rna,X-RAY DIFFRACTION,3.1,2002-01-07T00:00:00Z,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,1,2754
transfer_trainval,expanded_highconf,1m19_pyb_ya35,1m19,dna,X-RAY DIFFRACTION,2.3,2002-06-18T00:00:00Z,ed7dfe97f549ba9344d018dc0de534dacc86efcfa7a37ba4501bf518541e05f5,2,292
transfer_trainval,expanded_highconf,1m1a_pyb_z6,1m1a,dna,X-RAY DIFFRACTION,2.65,2002-06-18T00:00:00Z,ed7dfe97f549ba9344d018dc0de534dacc86efcfa7a37ba4501bf518541e05f5,2,292
transfer_trainval,expanded_highconf,1m1k_zit,1m1k,rna,X-RAY DIFFRACTION,3.2,2002-06-19T00:00:00Z,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,1,2754
transfer_trainval,expanded_highconf,1m90_sps,1m90,rna,X-RAY DIFFRACTION,2.8,2002-07-26T00:00:00Z,9c8054a06ce3f0e172bf68fd73ee1614f134bff479b18431070143ce9f51a436,2,2757
transfer_trainval,expanded_highconf,1mf5_nco,1mf5,dna,X-RAY DIFFRACTION,1.1,2002-08-09T00:00:00Z,4ac88e79bdd73e35083698e3aa9c8dd8d07197d405455a9e758a1339e18f6782,1,7
transfer_trainval,expanded_highconf,1n0k_pga,1n0k,dna,SOLUTION NMR,,2002-10-14T00:00:00Z,1aa5e521cd330c5162dcaec7e3765adbca0c826d311c1d1840020948edd386c3,2,12
transfer_trainval,expanded_highconf,1n0o_pga,1n0o,dna,SOLUTION NMR,,2002-10-14T00:00:00Z,1aa5e521cd330c5162dcaec7e3765adbca0c826d311c1d1840020948edd386c3,2,12
transfer_trainval,expanded_highconf,1n32_par,1n32,rna,X-RAY DIFFRACTION,3.0,2002-10-25T00:00:00Z,209a8796c1606a03d460b08ffa6ba1079e81e4fb91e99a2c59d4ab4029a0432a,2,1517
transfer_trainval,expanded_highconf,1n33_par,1n33,rna,X-RAY DIFFRACTION,3.35,2002-10-25T00:00:00Z,209a8796c1606a03d460b08ffa6ba1079e81e4fb91e99a2c59d4ab4029a0432a,2,1517
transfer_trainval,expanded_highconf,1n48_atp,1n48,dna,X-RAY DIFFRACTION,2.2,2002-10-30T00:00:00Z,c7df24691c4201f605e2f55a61a2de90364ef4898e08532cce768e2bb84b2d1e,2,28
transfer_trainval,expanded_highconf,1n8r_vir,1n8r,rna,X-RAY DIFFRACTION,3.0,2002-11-21T00:00:00Z,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,1,2754
transfer_trainval,expanded_highconf,1nji_clm,1nji,rna,X-RAY DIFFRACTION,3.0,2002-12-31T00:00:00Z,1be4decef2ff27b601f95f42adf14f263c474f510355441eccded7724610156f,1,2754
transfer_trainval,expanded_highconf,1njm_sps,1njm,rna,X-RAY DIFFRACTION,3.6,2003-01-02T00:00:00Z,5a596bf084497390d6257b79ee1ae89fa7f610fb0b611664b5a14b6f6832c700,2,2790
transfer_trainval,expanded_highconf,1nwx_773,1nwx,rna,X-RAY DIFFRACTION,3.5,2003-02-07T00:00:00Z,a55e4bae8ca3f6870e68211656ce0ec6f21c0df785857195d2e7d75c0e711c70,1,2766
transfer_trainval,expanded_highconf,1nwy_zit_ga2,1nwy,rna,X-RAY DIFFRACTION,3.3,2003-02-07T00:00:00Z,a55e4bae8ca3f6870e68211656ce0ec6f21c0df785857195d2e7d75c0e711c70,1,2766
transfer_trainval,expanded_highconf,1oe5_dur,1oe5,dna,X-RAY DIFFRACTION,2.3,2003-03-19T00:00:00Z,cde7c14a644782eb9bb4cad37504b8712855d8d44e3ac578f9a0ee4e1ce26b41,1,11
transfer_trainval,expanded_highconf,1ofx_spm,1ofx,dna,X-RAY DIFFRACTION,2.0,1991-10-17T00:00:00Z,d0ac3a55cb7943ad4d37ba7864538626d2679ca42fd8edb7a3af24edbe052d41,1,10
transfer_trainval,expanded_highconf,1ond_tao,1ond,rna,X-RAY DIFFRACTION,3.4,2003-02-27T00:00:00Z,02fb1ff381993fcc0c4262d2a32202abb7706f72fda7f0a32387d00ee34437b1,1,2765
transfer_trainval,expanded_highconf,1p9x_tel,1p9x,rna,X-RAY DIFFRACTION,3.4,2003-05-13T00:00:00Z,f83fe2446ead043fbb2e1a94e125761d75d765de133b28a633df18d60784042a,1,2738
transfer_trainval,expanded_highconf,1pfe_qui_e2,1pfe,dna,X-RAY DIFFRACTION,1.1,2003-05-26T00:00:00Z,d2251e7d8cf1140f4222cdb1f75f3ca8ed13c8c4bd857cff1bff5e68957be0e8,1,8
transfer_trainval,expanded_highconf,1pqq_cye,1pqq,dna,SOLUTION NMR,,2003-06-18T00:00:00Z,955eeb6095ce2b0381cc128bfc7447caa891b9559806a18f93ba042f5d48a035,2,22
transfer_trainval,expanded_highconf,1pwf_spm,1pwf,dna,X-RAY DIFFRACTION,1.16,2003-07-01T00:00:00Z,f226872f0292f1223a712ad207f23ecaa33b446e80fedfa101c425c8913f7fd2,2,16
transfer_trainval,expanded_highconf,1q9x_dgp_y6,1q9x,dna,X-RAY DIFFRACTION,2.69,2003-08-26T00:00:00Z,898732bb00142aee905cd77ff70317b6ea52530a062297f222fdae622e83b729,4,62
transfer_trainval,expanded_highconf,1qby_bza,1qby,dna,SOLUTION NMR,,1999-04-27T00:00:00Z,1d8c5f8811d9391333e1bea455008830efcb4497536d0b6fbb3a5a82040bf11a,2,22
transfer_trainval,expanded_highconf,1qzg_tmp_e1,1qzg,dna,X-RAY DIFFRACTION,1.9,2003-09-16T00:00:00Z,a6a946964d3ed5abedb098feaf5b9ecdf8f42369905e819a9170840ebdf5dae0,1,5
transfer_trainval,expanded_highconf,1rr8_ttg,1rr8,dna,X-RAY DIFFRACTION,2.6,2003-12-08T00:00:00Z,33108e3003007a70822124adf28f06f9d0ed36370316fcf8d2f5eccc66191e59,2,44
transfer_trainval,expanded_highconf,1rrj_ttg,1rrj,dna,X-RAY DIFFRACTION,2.3,2003-12-08T00:00:00Z,33108e3003007a70822124adf28f06f9d0ed36370316fcf8d2f5eccc66191e59,2,44
transfer_trainval,expanded_highconf,1ryr_atp,1ryr,dna,X-RAY DIFFRACTION,2.28,2003-12-22T00:00:00Z,7e222bb6ba6becb72c8c945959db91fbd13ee145231b56ae8af36855e3f2f10e,2,29
transfer_trainval,expanded_highconf,1rys_atp_l1,1rys,dna,X-RAY DIFFRACTION,2.03,2003-12-22T00:00:00Z,ff181e076125b92eaab6bdfd5d84ef91b65179b40f453c6915e9fd553891903a,2,31
transfer_trainval,expanded_highconf,1s32_pyb_z12,1s32,dna,X-RAY DIFFRACTION,2.05,2004-01-12T00:00:00Z,ed7dfe97f549ba9344d018dc0de534dacc86efcfa7a37ba4501bf518541e05f5,2,292
transfer_trainval,expanded_highconf,1s76_apc,1s76,rna+dna,X-RAY DIFFRACTION,2.88,2004-01-29T00:00:00Z,2efebb2b3babd6261674eafba22e9552177e5aa585290bf57402ca89e38e2249,2,30
transfer_trainval,expanded_highconf,1sc7_m38,1sc7,dna,X-RAY DIFFRACTION,3.0,2004-02-11T00:00:00Z,a23e82a138b9b5144dd82cffabeaabe7ef2a0b4dea60a750b7c026f419095711,3,43
transfer_trainval,expanded_highconf,1seu_sa3,1seu,dna,X-RAY DIFFRACTION,3.0,2004-02-18T00:00:00Z,a23e82a138b9b5144dd82cffabeaabe7ef2a0b4dea60a750b7c026f419095711,3,43
transfer_trainval,expanded_highconf,1sjf_nco_d2,1sjf,rna,X-RAY DIFFRACTION,2.75,2004-03-03T00:00:00Z,69a4b3acc1592b4add864e59c106d9f1ed82ac801c34c2cc9bac53eae7f7d31f,1,74
transfer_trainval,expanded_highconf,1sm1_dol,1sm1,rna,X-RAY DIFFRACTION,3.42,2004-03-08T00:00:00Z,a55e4bae8ca3f6870e68211656ce0ec6f21c0df785857195d2e7d75c0e711c70,1,2766
transfer_trainval,expanded_highconf,1t8i_ehd,1t8i,dna,X-RAY DIFFRACTION,3.0,2004-05-12T00:00:00Z,a23e82a138b9b5144dd82cffabeaabe7ef2a0b4dea60a750b7c026f419095711,3,43
transfer_trainval,expanded_highconf,1tl8_ai3,1tl8,dna,X-RAY DIFFRACTION,3.1,2004-06-09T00:00:00Z,f14e951c1cdccb2b2753747f5a2dd1e5b56323b26bc5b6f620ccde29cd16b72f,3,43
transfer_trainval,expanded_highconf,1tn1_spm,1tn1,rna,X-RAY DIFFRACTION,3.0,1986-12-04T00:00:00Z,e2247e6b9e090b5f7b20fc9afd891150ad3afa146c4a88eb692c6a20a6599fcd,1,62
transfer_trainval,expanded_highconf,1tn2_spm,1tn2,rna,X-RAY DIFFRACTION,3.0,1986-08-22T00:00:00Z,e2247e6b9e090b5f7b20fc9afd891150ad3afa146c4a88eb692c6a20a6599fcd,1,62
transfer_trainval,expanded_highconf,1ua1_af,1ua1,dna,X-RAY DIFFRACTION,2.0,2004-08-11T00:00:00Z,cede029e232c7226152a0c823c83f1929cf8dae9c0802babaabbceaae3c342e5,2,23
transfer_trainval,expanded_highconf,1ue2_nco,1ue2,dna,X-RAY DIFFRACTION,1.4,2003-05-08T00:00:00Z,77d766296744aca93b061067756718a160ffad61b60d609604d3215e625cdcc7,1,8
transfer_trainval,expanded_highconf,1uui_p12,1uui,rna,SOLUTION NMR,,2003-12-19T00:00:00Z,009a3155c2070b7e2bc7fe4b01041587c3baab2a9836a546f93403572b2f4f52,1,29
transfer_trainval,expanded_highconf,1vq8_sps,1vq8,rna,X-RAY DIFFRACTION,2.2,2004-12-16T00:00:00Z,1bcc8b50f59f419e68aea7bf71f127e69bb2722e8f01067fc0866ce524b55580,2,2752
transfer_trainval,expanded_highconf,1vq9_sps,1vq9,rna,X-RAY DIFFRACTION,2.4,2004-12-16T00:00:00Z,1bcc8b50f59f419e68aea7bf71f127e69bb2722e8f01067fc0866ce524b55580,2,2752
transfer_trainval,expanded_highconf,1vro_spm,1vro,dna,X-RAY DIFFRACTION,1.1,2005-04-14T00:00:00Z,623bb10573c377a920031c361eb9dabfd87c5596f8dd55d017a8ef1d71e3aa4b,2,10
transfer_trainval,expanded_highconf,1vs2_qui_d2,1vs2,dna,X-RAY DIFFRACTION,2.0,1986-10-21T00:00:00Z,d2251e7d8cf1140f4222cdb1f75f3ca8ed13c8c4bd857cff1bff5e68957be0e8,1,8
transfer_trainval,expanded_highconf,1vtg_qui_d2,1vtg,dna,X-RAY DIFFRACTION,1.67,1988-08-18T00:00:00Z,6f8927cd06acb8b7f5440001e785195a963b454bd93ae5d13bc21dad866de82e,1,6
transfer_trainval,expanded_highconf,1vvj_par_uq2,1vvj,rna,X-RAY DIFFRACTION,3.44000111574,2013-05-24T00:00:00Z,23d1d92486e0e44fb1900e2b21c48dd63c95a41f7e8a4e5342c3aef29c562506,2,4383
transfer_trainval,expanded_highconf,1woe_spm,1woe,dna,X-RAY DIFFRACTION,1.5,2004-08-15T00:00:00Z,f7f225c0aa698b49dc6e511da948da9f7202bce91d2c93bae8f6ee093e821ca2,2,12
transfer_trainval,expanded_highconf,1x9c_nco_g2,1x9c,rna,X-RAY DIFFRACTION,2.19,2004-08-20T00:00:00Z,7f6bfabd2fdb7bda7186f5fb771660574145d47883b1bae1653e9a37396acc4c,2,36
transfer_trainval,expanded_highconf,1xcu_an9_i2,1xcu,dna,X-RAY DIFFRACTION,2.0,2004-09-03T00:00:00Z,f0c89fd0fda1539f90513bfc66b1a60de4eec8c7e4400fc3b62645b6cbfca06b,2,12
transfer_trainval,expanded_highconf,1xmo_par,1xmo,rna,X-RAY DIFFRACTION,3.25,2004-10-04T00:00:00Z,9f02019db01fe7923ffc70e02a6048e722dbe5feb1536bd9d256ee6ab2216f75,2,1510
transfer_trainval,expanded_highconf,1xmq_par,1xmq,rna,X-RAY DIFFRACTION,3.0,2004-10-04T00:00:00Z,e839c33c924c175843b86993141e9c35cfc159eface5ac4c2d6bcaab90a3ef65,2,1511
transfer_trainval,expanded_highconf,1xnq_par,1xnq,rna,X-RAY DIFFRACTION,3.05,2004-10-05T00:00:00Z,b533bed11b790fe978b3113c5779746308cef0fc7291abd96e30ac55124e8c34,2,1511
transfer_trainval,expanded_highconf,1xnr_par,1xnr,rna,X-RAY DIFFRACTION,3.1,2004-10-05T00:00:00Z,10d46938fe7aff7dd9360d1ae154c9c161aa59d502b9280ee71a905b981c850a,2,1511
transfer_trainval,expanded_highconf,1xsl_cac,1xsl,dna,X-RAY DIFFRACTION,2.3,2004-10-19T00:00:00Z,409edd5c8ec817a9a5cd320255a7a2f777ae2c1f832573ca6df526080447eead,2,15
transfer_trainval,expanded_highconf,1xvk_qui_e2,1xvk,dna,X-RAY DIFFRACTION,1.26,2004-10-28T00:00:00Z,d2251e7d8cf1140f4222cdb1f75f3ca8ed13c8c4bd857cff1bff5e68957be0e8,1,8
transfer_trainval,expanded_highconf,1xvn_qui_e2,1xvn,dna,X-RAY DIFFRACTION,1.5,2004-10-28T00:00:00Z,b28b7e7e6b70661dfee15d5290c4bca097ca145f721c4fbc4de73ad1d1660b8b,1,8
transfer_trainval,expanded_highconf,1xvr_qui_j4,1xvr,dna,X-RAY DIFFRACTION,1.4,2004-10-28T00:00:00Z,f0c89fd0fda1539f90513bfc66b1a60de4eec8c7e4400fc3b62645b6cbfca06b,2,12
transfer_trainval,expanded_highconf,1y84_spm,1y84,dna,X-RAY DIFFRACTION,1.6,2004-12-10T00:00:00Z,0b0d65fdf8af139e2b96cb4ac9c867699a2caf2cc9e3116877651fc0da1d94d9,2,18
transfer_trainval,expanded_highconf,1y8l_spm,1y8l,dna,X-RAY DIFFRACTION,1.5,2004-12-13T00:00:00Z,0b0d65fdf8af139e2b96cb4ac9c867699a2caf2cc9e3116877651fc0da1d94d9,2,18
transfer_trainval,expanded_highconf,1yb9_spm,1yb9,dna,X-RAY DIFFRACTION,1.65,2004-12-20T00:00:00Z,b7def02a782bddc343422dd8fb831dd5b6ebc820ac46132807624931a6e9eb7b,1,9
transfer_trainval,expanded_highconf,1yhq_zit,1yhq,rna,X-RAY DIFFRACTION,2.4,2005-01-10T00:00:00Z,264dd2446f361445ed4f7f5208a948bb08524ef20ca9d9e3f13e663ff6e2e75e,1,2749
transfer_trainval,expanded_highconf,1yi2_ery,1yi2,rna,X-RAY DIFFRACTION,2.65,2005-01-11T00:00:00Z,264dd2446f361445ed4f7f5208a948bb08524ef20ca9d9e3f13e663ff6e2e75e,1,2749
transfer_trainval,expanded_highconf,1yij_tel,1yij,rna,X-RAY DIFFRACTION,2.6,2005-01-12T00:00:00Z,264dd2446f361445ed4f7f5208a948bb08524ef20ca9d9e3f13e663ff6e2e75e,1,2749
transfer_trainval,expanded_highconf,1yit_vir,1yit,rna,X-RAY DIFFRACTION,2.8,2005-01-13T00:00:00Z,63173f6229aec12c58472e3405868ed4f099e7c7da37d7cb1f884cc6151ea595,1,2749
transfer_trainval,expanded_highconf,1yjn_cly,1yjn,rna,X-RAY DIFFRACTION,3.0,2005-01-14T00:00:00Z,264dd2446f361445ed4f7f5208a948bb08524ef20ca9d9e3f13e663ff6e2e75e,1,2749
transfer_trainval,expanded_highconf,1z1c_d5m,1z1c,dna,X-RAY DIFFRACTION,3.5,2005-03-03T00:00:00Z,a6f7fc002d397492288a6b9f0b5c74bd6ac426b06b62d22333e1c0027c6dfcee,2,21
transfer_trainval,expanded_highconf,1z58_rap,1z58,rna,X-RAY DIFFRACTION,3.8,2005-03-17T00:00:00Z,a55e4bae8ca3f6870e68211656ce0ec6f21c0df785857195d2e7d75c0e711c70,1,2766
transfer_trainval,expanded_highconf,1z7i_spm,1z7i,dna,X-RAY DIFFRACTION,1.28,2005-03-24T00:00:00Z,8d57c308fdedbeeff00302ad021e4aa4e5cb49d64541b1bdd19aecd93d39d3db,1,7
transfer_trainval,expanded_highconf,1zft_nco_g2,1zft,rna,X-RAY DIFFRACTION,2.33,2005-04-20T00:00:00Z,7f6bfabd2fdb7bda7186f5fb771660574145d47883b1bae1653e9a37396acc4c,2,36
transfer_trainval,expanded_highconf,1zfv_nco,1zfv,rna,X-RAY DIFFRACTION,2.4,2005-04-20T00:00:00Z,7f6bfabd2fdb7bda7186f5fb771660574145d47883b1bae1653e9a37396acc4c,2,36
transfer_trainval,expanded_highconf,1zfx_nco_g2,1zfx,rna,X-RAY DIFFRACTION,2.38,2005-04-20T00:00:00Z,7f6bfabd2fdb7bda7186f5fb771660574145d47883b1bae1653e9a37396acc4c,2,36
transfer_trainval,expanded_highconf,1ztt_nt,1ztt,dna,X-RAY DIFFRACTION,1.85,2005-05-27T00:00:00Z,7eae7e73889038ba2096f4d21035812b88fef2291e2d736ad0bd1c429a53fa31,2,16
transfer_trainval,expanded_highconf,210d_spm,210d,dna,X-RAY DIFFRACTION,1.35,1995-06-13T00:00:00Z,b9f3c156f3c07747acbba590e162cf92d0c18a9fcd83173d810670ab65905690,1,5
transfer_trainval,expanded_highconf,211d_spm,211d,dna,X-RAY DIFFRACTION,1.6,1995-06-13T00:00:00Z,b9f3c156f3c07747acbba590e162cf92d0c18a9fcd83173d810670ab65905690,1,5
transfer_trainval,expanded_highconf,21cc_pp9,21cc,rna,SOLUTION NMR,,2025-12-07T00:00:00Z,e765fc50f7c0b8e786fba3bd20aac3abcc96af0125308c8f24c5f71a2a4d295e,2,24
transfer_trainval,expanded_highconf,23jz_amr,23jz,rna,X-RAY DIFFRACTION,2.9,2026-02-09T00:00:00Z,980841b5d5956833f01abe07e5e864fa8e5f16af4893891f95ba98ba0a1955dd,1,35
transfer_trainval,expanded_highconf,23ka_amr_i3,23ka,rna,X-RAY DIFFRACTION,2.59,2026-02-09T00:00:00Z,980841b5d5956833f01abe07e5e864fa8e5f16af4893891f95ba98ba0a1955dd,1,35
transfer_trainval,expanded_highconf,28jw_clm,28jw,rna,ELECTRON MICROSCOPY,2.84,2026-02-04T00:00:00Z,70113727407a86df6b67cb7dee920654800ea3952025ecee9f4f9354c888846a,2,2436
transfer_trainval,expanded_highconf,28uh_scm,28uh,rna,ELECTRON MICROSCOPY,2.06,2026-02-20T00:00:00Z,8c5d81a2d9bebbd8a9c0b5d1eaad749bfa063b8c2d044b473fe4216f493bec86,1,1510
transfer_trainval,expanded_highconf,28ui_scm,28ui,rna,ELECTRON MICROSCOPY,2.1,2026-02-20T00:00:00Z,ff27ac35988e4991027d4bb6e506cca542b39eff721b1cc719d30485e329be7e,1,1510
transfer_trainval,expanded_highconf,28uj_scm,28uj,rna,ELECTRON MICROSCOPY,2.16,2026-02-20T00:00:00Z,ff27ac35988e4991027d4bb6e506cca542b39eff721b1cc719d30485e329be7e,1,1510
transfer_trainval,expanded_highconf,28uk_scm,28uk,rna,ELECTRON MICROSCOPY,2.24,2026-02-20T00:00:00Z,fda9ce44580d2342ed21111210e06520ef0eb2a0b4ab6e045b195522b0a28623,1,1508
transfer_trainval,expanded_highconf,28ul_scm,28ul,rna,ELECTRON MICROSCOPY,2.5,2026-02-20T00:00:00Z,fda9ce44580d2342ed21111210e06520ef0eb2a0b4ab6e045b195522b0a28623,1,1508
transfer_trainval,expanded_highconf,28um_scm,28um,rna,ELECTRON MICROSCOPY,2.15,2026-02-20T00:00:00Z,1bc390dfef35626de47c72d87c8c59413f90d710213f51a24e270c3ce9f93f2f,1,1508
transfer_trainval,expanded_highconf,28un_scm,28un,rna,ELECTRON MICROSCOPY,2.48,2026-02-20T00:00:00Z,1bc390dfef35626de47c72d87c8c59413f90d710213f51a24e270c3ce9f93f2f,1,1508
transfer_trainval,expanded_highconf,2a04_nmy_i4,2a04,rna,X-RAY DIFFRACTION,2.95,2005-06-15T00:00:00Z,02c3cbf226c742175ba836f782092fe858d4984ed364706f0cf4ef97b5532975,4,58
transfer_trainval,expanded_highconf,2a2t_cac_w6,2a2t,dna,X-RAY DIFFRACTION,3.1,2005-06-23T00:00:00Z,e8048c7aa9c3ed9a3d42d215cefe2e1f94fe24f25309011c3bdbcfc04fb390ee,3,24
transfer_trainval,expanded_highconf,2adw_qui_s8,2adw,dna,X-RAY DIFFRACTION,1.6,2005-07-21T00:00:00Z,28199d7a0b103ad432f24766685e0813ca73a6151c194744529c805f6c289621,4,32
transfer_trainval,expanded_highconf,2avj_cac_q2,2avj,dna,X-RAY DIFFRACTION,2.39,2005-08-30T00:00:00Z,c68e36be6a4932aa6c09b2a9963377bb1b7d260cc0920e8f18a25d843dc2eea7,2,20
transfer_trainval,expanded_highconf,2bcy_nco,2bcy,rna,X-RAY DIFFRACTION,2.7,2005-10-19T00:00:00Z,7f6bfabd2fdb7bda7186f5fb771660574145d47883b1bae1653e9a37396acc4c,2,36
transfer_trainval,expanded_highconf,2bcz_nco_g2,2bcz,rna,X-RAY DIFFRACTION,2.4,2005-10-19T00:00:00Z,7f6bfabd2fdb7bda7186f5fb771660574145d47883b1bae1653e9a37396acc4c,2,36
transfer_trainval,expanded_highconf,2bq2_nix_c1,2bq2,dna,SOLUTION NMR,,2005-04-26T00:00:00Z,497bd10235ed7b19f5102119473ab4ed6461ebb67d94a8c2da133a6835ad9f3a,2,10
